id,id_loc,province_state,country_region,lat,long,date,confirmed_to_date,new_confirmed,deaths_to_date,new_deaths,recovered_to_date,new_recovered
1876,145,"Berkeley, CA",US,37.8715,-122.273,2020-02-01,0,0,0,0,0,0
1877,146,"Maricopa County, AZ",US,33.2918,-112.4291,2020-02-01,0,0,0,0,0,0
1878,147,"Wake County, NC",US,35.8032,-78.5661,2020-02-01,0,0,0,0,0,0
1879,148,"Westchester County, NY",US,41.122,-73.7949,2020-02-01,0,0,0,0,0,0
1880,149,,Ukraine,48.3794,31.1656,2020-02-01,0,0,0,0,0,0
1881,150,,Saint Barthelemy,17.9,-62.8333,2020-02-01,0,0,0,0,0,0
1882,151,"Orange County, CA",US,33.7879,-117.8531,2020-02-01,1,0,0,0,0,0
1883,152,,Hungary,47.1625,19.5033,2020-02-01,0,0,0,0,0,0
1884,153,Northern Territory,Australia,-12.4634,130.8456,2020-02-01,0,0,0,0,0,0
1885,154,,Faroe Islands,61.8926,-6.9118,2020-02-01,0,0,0,0,0,0
1886,155,,Gibraltar,36.1408,-5.3536,2020-02-01,0,0,0,0,0,0
1887,156,,Liechtenstein,47.14,9.55,2020-02-01,0,0,0,0,0,0
1888,157,,Poland,51.9194,19.1451,2020-02-01,0,0,0,0,0,0
1889,158,,Tunisia,34,9,2020-02-01,0,0,0,0,0,0
1890,159,"Contra Costa County, CA",US,37.8534,-121.9018,2020-02-01,0,0,0,0,0,0
1891,160,,Palestine,31.9522,35.2332,2020-02-01,0,0,0,0,0,0
1892,161,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-01,0,0,0,0,0,0
1893,162,,Slovenia,46.1512,14.9955,2020-02-01,0,0,0,0,0,0
1894,163,"Bergen County, NJ",US,40.9263,-74.077,2020-02-01,0,0,0,0,0,0
1895,164,"Harris County, TX",US,29.7752,-95.3103,2020-02-01,0,0,0,0,0,0
1896,165,"San Francisco County, CA",US,37.7749,-122.4194,2020-02-01,0,0,0,0,0,0
1897,166,,South Africa,-30.5595,22.9375,2020-02-01,0,0,0,0,0,0
1898,167,"Clark County, NV",US,36.0796,-115.094,2020-02-01,0,0,0,0,0,0
1899,168,"Fort Bend County, TX",US,29.5693,-95.8143,2020-02-01,0,0,0,0,0,0
1900,169,"Grant County, WA",US,47.1981,-119.3732,2020-02-01,0,0,0,0,0,0
1901,170,"Queens County, NY",US,40.7282,-73.7949,2020-02-01,0,0,0,0,0,0
1902,171,"Santa Rosa County, FL",US,30.769000000000002,-86.9824,2020-02-01,0,0,0,0,0,0
1903,172,"Williamson County, TN",US,35.9179,-86.8622,2020-02-01,0,0,0,0,0,0
1904,0,Anhui,Mainland China,31.8257,117.2264,2020-02-02,340,43,0,0,7,2
1905,1,Beijing,Mainland China,40.1824,116.4142,2020-02-02,191,23,1,0,9,0
1906,2,Chongqing,Mainland China,30.0572,107.874,2020-02-02,300,53,2,1,7,4
1907,3,Fujian,Mainland China,26.0789,117.9874,2020-02-02,159,15,0,0,0,0
1908,4,Gansu,Mainland China,36.0611,103.8343,2020-02-02,51,11,0,0,3,3
1909,5,Guangdong,Mainland China,23.3417,113.4244,2020-02-02,632,97,0,0,15,1
1910,6,Guangxi,Mainland China,23.8298,108.7881,2020-02-02,111,11,0,0,2,0
1911,7,Guizhou,Mainland China,26.8154,106.8748,2020-02-02,38,9,0,0,2,0
1912,8,Hainan,Mainland China,19.1959,109.7453,2020-02-02,64,2,1,0,4,3
1913,9,Hebei,Mainland China,38.0428,114.5149,2020-02-02,104,8,1,0,3,3
1914,10,Heilongjiang,Mainland China,47.862,127.7615,2020-02-02,95,15,2,0,2,0
1915,11,Henan,Mainland China,33.882020000000004,113.614,2020-02-02,493,71,2,0,10,7
1916,12,Hubei,Mainland China,30.9756,112.2707,2020-02-02,11177,4024,350,101,295,127
1917,13,Hunan,Mainland China,27.6104,111.7088,2020-02-02,463,74,0,0,16,8
1918,14,Inner Mongolia,Mainland China,44.0935,113.9448,2020-02-02,27,4,0,0,1,0
1919,15,Jiangsu,Mainland China,32.9711,119.455,2020-02-02,236,34,0,0,7,1
1920,16,Jiangxi,Mainland China,27.614,115.7221,2020-02-02,333,47,0,0,12,3
1921,17,Jilin,Mainland China,43.6661,126.1923,2020-02-02,23,6,0,0,1,0
1922,18,Liaoning,Mainland China,41.2956,122.6085,2020-02-02,70,6,0,0,1,0
1923,19,Ningxia,Mainland China,37.2692,106.1655,2020-02-02,28,2,0,0,0,0
1924,20,Qinghai,Mainland China,35.7452,95.9956,2020-02-02,11,2,0,0,0,0
1925,21,Shaanxi,Mainland China,35.1917,108.8701,2020-02-02,116,15,0,0,0,0
1926,22,Shandong,Mainland China,36.3427,118.1498,2020-02-02,230,24,0,0,6,3
1927,23,Shanghai,Mainland China,31.202,121.4491,2020-02-02,182,13,1,0,10,0
1928,24,Shanxi,Mainland China,37.5777,112.2922,2020-02-02,66,19,0,0,3,2
1929,25,Sichuan,Mainland China,30.6171,102.7103,2020-02-02,231,24,1,0,11,8
1930,26,Tianjin,Mainland China,39.3054,117.323,2020-02-02,48,7,0,0,1,1
1931,27,Tibet,Mainland China,31.6927,88.0924,2020-02-02,1,0,0,0,0,0
1932,28,Xinjiang,Mainland China,41.1129,85.2401,2020-02-02,21,3,0,0,0,0
1933,29,Yunnan,Mainland China,24.974,101.487,2020-02-02,105,12,0,0,3,1
1934,30,Zhejiang,Mainland China,29.1832,120.0934,2020-02-02,661,62,0,0,32,11
1935,31,,Thailand,15,101,2020-02-02,19,19,0,0,5,5
1936,32,,Japan,36,138,2020-02-02,20,20,0,0,1,1
1937,33,,South Korea,36,128,2020-02-02,15,15,0,0,0,0
1938,34,Taiwan,Taiwan,23.7,121,2020-02-02,10,0,0,0,0,0
1939,35,"King County, WA",US,47.6062,-122.3321,2020-02-02,1,0,0,0,0,0
1940,36,"Cook County, IL",US,41.7377,-87.6976,2020-02-02,2,0,0,0,0,0
1941,37,"Tempe, AZ",US,33.4255,-111.94,2020-02-02,1,0,0,0,0,0
1942,38,Macau,Macau,22.1667,113.55,2020-02-02,8,1,0,0,0,0
1943,39,Hong Kong,Hong Kong,22.3,114.2,2020-02-02,15,2,0,0,0,0
1944,40,,Singapore,1.2833,103.8333,2020-02-02,18,18,0,0,0,0
1945,41,,Vietnam,16,108,2020-02-02,6,6,0,0,1,1
1946,42,,France,47,2,2020-02-02,6,6,0,0,0,0
1947,43,,Nepal,28.1667,84.25,2020-02-02,1,1,0,0,0,0
1948,44,,Malaysia,2.5,112.5,2020-02-02,8,8,0,0,0,0
1949,45,"Toronto, ON",Canada,43.6532,-79.3832,2020-02-02,2,0,0,0,0,0
1950,46,British Columbia,Canada,49.2827,-123.1207,2020-02-02,1,0,0,0,0,0
1951,47,"Los Angeles, CA",US,34.0522,-118.2437,2020-02-02,1,0,0,0,0,0
1952,48,New South Wales,Australia,-33.8688,151.2093,2020-02-02,4,0,0,0,2,0
1953,49,Victoria,Australia,-37.8136,144.9631,2020-02-02,4,0,0,0,0,0
1954,50,Queensland,Australia,-28.0167,153.4,2020-02-02,2,-1,0,0,0,0
1955,51,,Cambodia,11.55,104.9167,2020-02-02,1,1,0,0,0,0
1956,52,,Sri Lanka,7,81,2020-02-02,1,1,0,0,0,0
1957,53,,Germany,51,9,2020-02-02,10,10,0,0,0,0
1958,54,,Finland,64,26,2020-02-02,1,1,0,0,0,0
1959,55,,United Arab Emirates,24,54,2020-02-02,5,5,0,0,0,0
1960,56,,Philippines,13,122,2020-02-02,2,2,1,1,0,0
1961,57,,India,21,78,2020-02-02,2,2,0,0,0,0
1962,58,"London, ON",Canada,42.9849,-81.2453,2020-02-02,1,0,0,0,0,0
1963,59,,Italy,43,12,2020-02-02,2,2,0,0,0,0
1964,60,,UK,55,-3,2020-02-02,2,2,0,0,0,0
1965,61,,Russia,60,90,2020-02-02,2,2,0,0,0,0
1966,62,,Sweden,63,16,2020-02-02,1,1,0,0,0,0
1967,63,"Santa Clara, CA",US,37.3541,-121.9552,2020-02-02,1,0,0,0,0,0
1968,64,,Spain,40,-4,2020-02-02,1,1,0,0,0,0
1969,65,South Australia,Australia,-34.9285,138.6007,2020-02-02,2,1,0,0,0,0
1970,66,"Boston, MA",US,42.3601,-71.0589,2020-02-02,1,0,0,0,0,0
1971,67,"San Benito, CA",US,36.5761,-120.9876,2020-02-02,0,0,0,0,0,0
1972,68,,Belgium,50.8333,4,2020-02-02,0,0,0,0,0,0
1973,69,"Madison, WI",US,43.0731,-89.4012,2020-02-02,0,0,0,0,0,0
1974,70,Diamond Princess cruise ship,Others,35.4437,139.638,2020-02-02,0,0,0,0,0,0
1975,71,"San Diego County, CA",US,32.7157,-117.1611,2020-02-02,0,0,0,0,0,0
1976,72,"San Antonio, TX",US,29.4241,-98.4936,2020-02-02,0,0,0,0,0,0
1977,73,,Egypt,26,30,2020-02-02,0,0,0,0,0,0
1978,74,,Iran,32,53,2020-02-02,0,0,0,0,0,0
1979,75,"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,2020-02-02,0,0,0,0,0,0
1980,76,"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,2020-02-02,0,0,0,0,0,0
1981,77,From Diamond Princess,Australia,35.4437,139.638,2020-02-02,0,0,0,0,0,0
1982,78,"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,2020-02-02,0,0,0,0,0,0
